time,glucose
1679883060,107.0
1679883360,100.0
1679883660,94.0
1679883960,87.0
1679884260,90.0
1679884560,93.0
1679884860,97.0
1679885160,100.0
1679885460,101.0
1679885760,100.0
1679886060,93.0
1679886360,89.0
1679886660,90.0
1679886960,84.0
1679887260,81.0
1679887560,78.0
1679887860,78.0
1679888160,78.0
1679888460,78.0
1679888760,84.0
1679889060,86.0
1679889360,88.0
1679889660,89.0
1679889960,90.0
1679890260,87.0
1679890560,86.0
1679890860,86.0
1679891160,82.0
1679891460,84.0
1679891760,85.0
1679892060,84.0
1679892360,85.0
1679892660,85.0
1679892960,87.0
1679893260,88.0
1679893560,88.0
1679893860,91.0
1679894160,90.0
1679894460,90.0
1679894760,91.0
1679895060,91.0
1679895360,91.0
1679895660,90.0
1679895960,90.0
1679896260,86.0
1679896560,84.0
1679896860,81.0
1679897160,79.0
1679897460,78.0
1679897760,78.0
1679898060,81.0
1679898360,81.0
1679898660,83.0
1679898960,88.0
1679899260,88.0
1679899560,88.0
1679899860,89.0
1679900160,90.0
1679900460,89.0
1679900760,90.0
1679901060,90.0
1679901360,87.0
1679901660,91.0
1679901960,91.0
1679902260,90.0
1679902560,93.0
1679902860,93.0
1679903160,96.0
1679903460,96.0
1679903760,100.0
1679904060,109.0
1679904360,114.0
1679904660,120.0
1679904960,123.0
1679905260,124.0
1679905560,129.0
1679905860,134.0
1679906160,139.0
1679906460,140.0
1679906760,137.0
1679907060,135.0
1679907360,131.0
1679907660,124.0
1679907960,120.0
1679908260,114.0
1679908560,111.0
1679908860,109.0
1679909160,106.0
1679909460,103.0
1679909760,100.0
1679910060,97.0
1679910360,95.0
1679910660,91.0
1679910960,90.0
1679911260,90.0
1679911560,89.0
1679911860,89.0
1679912160,90.0
1679912460,91.0
1679912760,91.0
1679913060,91.0
1679913360,90.0
1679913660,92.0
1679913960,92.0
1679914260,91.0
1679914560,90.0
1679914860,90.0
1679915160,90.0
1679915460,89.0
1679915760,90.0
1679916060,90.0
1679916360,90.0
1679916660,91.0
1679916960,91.0
1679917260,92.0
1679917560,91.0
1679917860,91.0
1679918160,90.0
1679918460,90.0
1679918760,90.0
1679919060,90.0
1679919360,90.0
1679919660,91.0
1679919960,91.0
1679920260,91.0
1679920560,92.0
1679920860,92.0
1679921160,92.0
1679921460,92.0
1679921760,93.0
1679922060,93.0
1679922360,92.0
1679922660,92.0
1679922960,90.0
1679923260,92.0
1679923560,91.0
1679923860,92.0
1679924160,91.0
1679924460,91.0
1679924760,92.0
1679925060,93.0
1679925360,90.0
1679925660,91.0
1679925960,91.0
1679926260,88.0
1679926560,89.0
1679926860,91.0
1679927160,90.0
1679927460,92.0
1679927760,91.0
1679928060,93.0
1679928360,93.0
1679928660,91.0
1679928960,92.0
1679929260,92.0
1679929560,93.0
1679929860,94.0
1679930160,94.0
1679930460,97.0
1679930760,99.0
1679931060,103.0
1679931360,113.0
1679931660,123.0
1679931960,135.0
1679932260,144.0
1679932560,150.0
1679932860,147.0
1679933160,136.0
1679933460,130.0
1679933760,121.0
1679934060,114.0
1679934360,109.0
1679934660,105.0
1679934960,104.0
1679935260,102.0
1679935560,103.0
1679935860,106.0
1679936160,106.0
1679936460,108.0
1679936760,110.0
1679937060,108.0
1679937360,111.0
1679937660,110.0
1679937960,109.0
1679938260,109.0
1679938560,108.0
1679938860,112.0
1679939160,109.0
1679939460,103.0
1679939760,109.0
1679940060,109.0
1679940360,107.0
1679940660,108.0
1679940960,90.0
1679941260,91.0
1679941560,97.0
1679941860,98.0
1679942160,100.0
1679942460,102.0
1679942760,109.0
1679943060,112.0
1679943360,109.0
1679943660,105.0
1679943960,104.0
1679944260,102.0
1679944560,93.0
1679944860,87.0
1679945160,83.0
1679945460,81.0
1679945760,78.0
1679946060,78.0
1679946360,80.0
1679946660,81.0
1679946960,82.0
1679947260,83.0
1679947560,84.0
1679947860,85.0
1679948160,85.0
1679948460,85.0
1679948760,85.0
1679949060,85.0
1679949360,86.0
1679949660,86.0
1679949960,86.0
1679950260,87.0
1679950560,88.0
1679950860,89.0
1679951160,89.0
1679951460,90.0
1679951760,89.0
1679952060,90.0
1679952360,90.0
1679952660,89.0
1679952960,89.0
1679953260,91.0
1679953560,90.0
1679953860,90.0
1679954160,90.0
1679954460,95.0
1679954760,100.0
1679955060,107.0
1679955360,115.0
1679955660,122.0
1679955960,128.0
1679956260,126.0
1679956560,120.0
1679956860,111.0
1679957160,101.0
1679957460,92.0
1679957760,86.0
1679958060,85.0
1679958360,85.0
1679958660,86.0
1679958960,88.0
1679959260,90.0
1679959560,91.0
1679959860,91.0
1679960160,92.0
1679960460,90.0
1679960760,93.0
1679961060,94.0
1679961360,95.0
1679961660,100.0
1679961960,92.0
1679962260,87.0
1679962560,90.0
1679962860,93.0
1679963160,93.0
1679963460,91.0
1679963760,92.0
1679964060,94.0
1679964360,93.0
1679964660,92.0
1679964960,91.0
1679965260,92.0
1679965560,92.0
1679965860,91.0
1679966160,90.0
1679966460,90.0
1679966760,90.0
1679967060,89.0
1679967360,90.0
1679967660,90.0
1679967960,90.0
1679968260,92.0
1679968560,92.0
1679968860,91.0
1679969160,93.0
1679969460,91.0
1679969760,91.0
1679970060,90.0
1679970360,89.0
1679970660,89.0
1679970960,91.0
1679971260,89.0
1679971560,90.0
1679971860,95.0
1679972160,89.0
1679972460,87.0
1679972760,86.0
1679973060,86.0
1679973360,86.0
1679973660,85.0
1679973960,88.0
1679974260,90.0
1679974560,90.0
1679974860,90.0
1679975160,89.0
1679975460,89.0
1679975760,89.0
1679976060,88.0
1679976360,88.0
1679976660,88.0
1679976960,88.0
1679977260,89.0
1679977560,90.0
1679977860,90.0
1679978160,89.0
1679978460,89.0
1679978760,89.0
1679979060,88.0
1679979360,88.0
1679979660,87.0
1679979960,84.0
1679980260,83.0
1679980560,80.0
1679980860,77.0
1679981160,77.0
1679981460,80.0
1679981760,82.0
1679982060,80.0
1679982360,81.0
1679982660,84.0
1679982960,81.0
1679983260,80.0
1679983560,81.0
1679983860,82.0
1679984160,83.0
1679984460,87.0
1679984760,92.0
1679985060,93.0
1679985360,92.0
1679985660,89.0
1679985960,89.0
1679986260,91.0
1679986560,90.0
1679986860,91.0
1679987160,90.0
1679987460,89.0
1679987760,88.0
1679988060,86.0
1679988360,83.0
1679988660,84.0
1679988960,86.0
1679989260,84.0
1679989560,83.0
1679989860,83.0
1679990160,85.0
1679990460,85.0
1679990760,85.0
1679991060,91.0
1679991360,95.0
1679991660,96.0
1679991960,93.0
1679992260,91.0
1679992560,89.0
1679992860,89.0
1679993160,89.0
1679993460,93.0
1679993760,97.0
1679994060,103.0
1679994360,115.0
1679994660,127.0
1679994960,134.0
1679995260,138.0
1679995560,142.0
1679995860,149.0
1679996160,151.0
1679996460,153.0
1679996760,157.0
1679997060,161.0
1679997360,162.0
1679997660,158.0
1679997960,153.0
1679998260,147.0
1679998560,140.0
1679998860,135.0
1679999160,129.0
1679999460,123.0
1679999760,117.0
1680000060,108.0
1680000360,104.0
1680000660,99.0
1680000960,94.0
1680001260,91.0
1680001560,89.0
1680001860,87.0
1680002160,84.0
1680002460,83.0
1680002760,83.0
1680003060,82.0
1680003360,83.0
1680003660,83.0
1680003960,84.0
1680004260,84.0
1680004560,86.0
1680004860,87.0
1680005160,87.0
1680005460,89.0
1680005760,91.0
1680006060,90.0
1680006360,91.0
1680006660,90.0
1680006960,89.0
1680007260,89.0
1680007560,88.0
1680007860,89.0
1680008160,89.0
1680008460,88.0
1680008760,89.0
1680009060,89.0
1680009360,89.0
1680009660,89.0
1680009960,89.0
1680010260,90.0
1680010560,90.0
1680010860,90.0
1680011160,89.0
1680011460,90.0
1680011760,90.0
1680012060,91.0
1680012360,90.0
1680012660,90.0
1680012960,90.0
1680013260,88.0
1680013560,88.0
1680013860,88.0
1680014160,91.0
1680014460,94.0
1680014760,97.0
1680015060,104.0
1680015360,115.0
1680015660,124.0
1680015960,137.0
1680016260,150.0
1680016560,156.0
1680016860,158.0
1680017160,154.0
1680017460,147.0
1680017760,137.0
1680018060,128.0
1680018360,120.0
1680018660,114.0
1680018960,109.0
1680019260,107.0
1680019560,106.0
1680019860,104.0
1680020160,104.0
1680020460,102.0
1680020760,103.0
1680021060,103.0
1680021360,102.0
1680021660,103.0
1680021960,105.0
1680022260,108.0
1680022560,111.0
1680022860,114.0
1680023160,116.0
1680023460,116.0
1680023760,114.0
1680024060,112.0
1680024360,108.0
1680024660,104.0
1680024960,103.0
1680025260,103.0
1680025560,105.0
1680025860,109.0
1680026160,114.0
1680026460,118.0
1680026760,119.0
1680027060,119.0
1680027360,116.0
1680027660,109.0
1680027960,101.0
1680028260,97.0
1680028560,98.0
1680028860,96.0
1680029160,92.0
1680029460,94.0
1680029760,92.0
1680030060,89.0
1680030360,94.0
1680030660,93.0
1680030960,89.0
1680031260,90.0
1680031560,97.0
1680031860,96.0
1680032160,98.0
1680032460,101.0
1680032760,99.0
1680033060,99.0
1680033360,94.0
1680033660,95.0
1680033960,98.0
1680034260,98.0
1680034560,103.0
1680034860,108.0
1680035160,109.0
1680035460,111.0
1680035760,117.0
1680036060,114.0
1680036360,114.0
1680036660,115.0
1680036960,116.0
1680037260,124.0
1680037560,130.0
1680037860,122.0
1680038160,115.0
1680038460,113.0
1680038760,114.0
1680039060,119.0
1680039360,117.0
1680039660,115.0
1680039960,119.0
1680040260,116.0
1680040560,109.0
1680041160,96.0
1680041460,99.0
1680041760,112.0
1680042060,125.0
1680042360,129.0
1680042660,133.0
1680042960,133.0
1680043260,126.0
1680043560,118.0
1680043860,108.0
1680044160,105.0
1680044460,108.0
1680044760,107.0
1680045060,110.0
1680045360,113.0
1680045660,111.0
1680045960,110.0
1680046260,110.0
1680046560,109.0
1680046860,108.0
1680047160,111.0
1680047460,114.0
1680047760,117.0
1680048060,117.0
1680048360,118.0
1680048660,120.0
1680048960,120.0
1680049260,120.0
1680049560,121.0
